Supplemental Files,Number of Bolt Holes,Recommended Torque,Overall Length,Thread Size,KSCdirect Part #,url,On Hand,Method of Manufacture,Thickness,Fitting/Connector Type,Series,Details,Depth,Hub Diameter,Category,Average Ft,Length,Type,Pressure Class,Length Through Hub,Price,Outside Diameter,Tube Size,Color,Manufacturer,Supplier,Domestic/Import,Family,Inside Diameter,Hex Size,Wall Thickness,Nipple Type,Slot Size,Class,image,UPC,Finish,Thread Type,MFG Part #,Seal Material,Bolt Circle Diameter,Connection Type,Diameter - Thread Size,Pressure Rating,Specifications,Standard Pack,Pipe Size,TYPE,Width,Angle,Description,Slot Spacing,Form,Load Capacity,Suitable For Use With,Nominal Size,Dimensions,Run Size,Title,Size,Material,Flange Thickness,Rod Size,Temperature Rating,Working Pressure,Schedule Rating,Bolt Hole Size,End Style,Connection
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5494680,,,,,90 PVCD 2,https://kscdirect.com/item/90%2BPVCD%2B2/Spears_2%2BPVC-DWV%2B90%2BELL%2BP300-020,416,Molded,,90 deg Elbow,P300,"Description
Spears® P300-020, P300, 90 deg Elbow Fitting/Connector, 2 in Nominal, Hub End Style, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF 14",,,Piping & Fittings,,,,,,$4.20,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20PVCD%202&mdx=300,054211176009,,,P300-020,,,,,,,,,,,,2 PVC-DWV 90 ELL P300-020,,,,,2 in,,,2 PVC-DWV 90 ELL P300-020,,PVC,,,,,,,Hub,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4138204,,,,,GRI PS200EH-10-GAL,https://kscdirect.com/item/GRI%2BPS200EH-10-GAL/ASC%2BEngineered%2BSolutions_1-5%252F8%2B12%2BGA%2BGALV%2BCHANNEL%2BELONGATED%2BHOLES,4910,,12 ga,,FIG AS 200EH,"Description
Anvil-Strut™, 2400101305, Channel, Series: FIG AS 200EH, 1-5/8 in Width x 1-5/8 in Depth x 10 ft Length x 12 ga Thickness, 9/16 x 1-1/8 in Slot, 2 in Slot Spacing, Pre-Galvanized, Domestic
Features:
Anvil-Strut channels are manufactured by a series of forming dies, or rolls, which progressively cold work the strip steel into the desired channel configuration.
Channel with elongated holes",1-5/8 in,,Piping & Fittings,,10 ft,,,,$5.79,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,9/16 x 1-1/8 in,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=GRI%20PS200EH-10-GAL&mdx=300,69029123771,Pre-Galvanized,,2400101305,,,,,,,,,,1-5/8 in,,1-5/8 12 GA GALV CHANNEL ELONGATED HOLES,2 in,,,,,,,1-5/8 12 GA GALV CHANNEL ELONGATED HOLES,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4202848,,,,,COUP BLK 3/4,https://kscdirect.com/item/COUP%2BBLK%2B3%252F4/ASC%2BEngineered%2BSolutions_3%252F4%2BBLK%2BSTD%2BMERCHANT%2BCOUP,1114,,,Coupling,,"Description
Beck® Straight Pipe Coupling, Tapped, Fitting/Connector Type: Coupling, 3/4 in Nominal, SCH 40/STD, Black, Domestic
Features:
Anvil's Beck Brand is the nation's top manufacturer of high quality steel pipe nipples and steel couplings.",,,Piping & Fittings,,,Tapped,,,$5.13,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20BLK%203%2F4&mdx=300,69029134270,Black,,0320200041,,,,,,,,,,,,3/4 BLK STD MERCHANT COUP,,,,,3/4 in,,,3/4 BLK STD MERCHANT COUP,,,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4211130,,,,,COUP BLK 1/2,https://kscdirect.com/item/COUP%2BBLK%2B1%252F2/ASC%2BEngineered%2BSolutions_1%252F2%2BBLK%2BSTD%2BMERCHANT%2BCOUP%2BSTRAIGHT%2BTAPPED,831,,,Coupling,,"Description
Beck® Straight Pipe Coupling, Tapped, Fitting/Connector Type: Coupling, 1/2 in Nominal, SCH 40/STD, Black, Domestic
Features:
Anvil's Beck Brand is the nation's top manufacturer of high quality steel pipe nipples and steel couplings.",,,Piping & Fittings,,,Tapped,,,$4.01,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20BLK%201%2F2&mdx=300,69029134269,Black,,0320200033,,,,,,,,,,,,1/2 BLK STD MERCHANT COUP STRAIGHT TAPPED,,,,,1/2 in,,,1/2 BLK STD MERCHANT COUP STRAIGHT TAPPED,,,,,,,SCH 40/STD,,,
,,,,,STB HBJS209,https://kscdirect.com/item/STB%2BHBJS209/IDEAL%2BCLAMP%2BPRODUCTS%252C%2BINC._2-1%252F2X5%252F8%2BJ%2BSERIES%2BSMOOTH%2BPREFORMED%2BSTAINLESS%2BSTEEL%2BCLAMP,806,,,,,"Strapbiner Smooth-Seal  double wrapped, preformed clamps lock securely and require no hammering. The specially designed inside tab eliminates leak paths common with thin-wall hose.They easily lock under full tension by one lifting movement. Apply the clamps with the ST001 Strapbiner  tool and the HBJ001 adapter. These clamps are not for use with punch type tools.",,,Piping & Fittings,,,,,,$3.16,,,,"IDEAL CLAMP PRODUCTS, INC.","IDEAL CLAMP PRODUCTS, INC.",,Smooth-Seal J-Series,,,,,,,,,,,HBJS209,,,,,,,,,,,,2-1/2X5/8 J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,,,,,,,,2-1/2X5/8 J SERIES SMOOTH PREFORMED STAINLESS STEEL CLAMP,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4214696,,,,,UNION BLK 3/4,https://kscdirect.com/item/UNION%2BBLK%2B3%252F4/ASC%2BEngineered%2BSolutions_3%252F4%2BBLK%2BMI%2B150%2523%2BGJ%2BUNION%2BG463-LF,682,,,Union,FIG 463,"Description
Anvil® Pipe Union, Lead Free Ground Joint, Series: FIG 463, Fitting/Connector Type: Union, 3/4 in Nominal, FNPT, 2-1/6 in Length, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
ASC offers the broadest line of malleable iron fitting sizes in both black and galvanized finishes.
Standards/Approval:
ASME B16.3/B16.39
ASTM A197
cULus Listed
FM Approved",,,Piping & Fittings,,2-1/6 in,Ground Joint,150 lb,,$14.87,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%20BLK%203%2F4&mdx=300,69029182382,Black Oxide,,0312822083,,,,,300 psi,,,,,,,3/4 BLK MI 150# GJ UNION G463-LF,,,,,3/4 in,,,3/4 BLK MI 150# GJ UNION G463-LF,,Malleable Iron,,,-20 to 150 deg F,,,,FNPT,
,,,,,NIP 304 1XCL,https://kscdirect.com/item/NIP%2B304%2B1XCL/Merit%2BBrass%2BCompany_1%2BX%2BCL%2BSCH40%2BTYPE%2B304%2BSS%2BNIPPLE,543,Welded,,,,"Description
Merit Brass Pipe Nipple, 1 in Nominal, MNPT, Close Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,Piping & Fittings,,Close,,,,$2.67,,,,Merit Brass Company,Merit Brass Company,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%201XCL&mdx=300,671404027292,,,4016-001,,,,,,,,,,,,1 X CL SCH40 TYPE 304 SS NIPPLE,,,,,1 in,,,1 X CL SCH40 TYPE 304 SS NIPPLE,,304L Stainless Steel,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4743017,,,,,PIPE CELL 3X10,https://kscdirect.com/item/PIPE%2BCELL%2B3X10/CRESLINE%2BPLASTIC%2BPIPE%2BCOMPANY_3%2BCELL%2BCORE%2BPIPE%2B10%2527%2BLENGTH%2B51840%2B%2B%2B%2B%2528750%2529,2540,,,,,"Description
CRESLINE® Cellular Core Pipe, 3 in Nominal, Plain, 3-1/2 in Outside Dia, 10 ft Length, 0.216 in Wall Thickness, SCH 40/STD, PVC, ASTM F891, NSF Approved
Features:
4 in expansion or contraction per 1000 ft per 10 deg F temperature change
1.41 specific gravity
7000 psi tensile strength
115 R-scale hardness
450 V/mil dielectric strength
Applications:
Submersible Pumps, Jet Pumps, Water Service Lines, Farm and Ranch Water Systems, Construction and Excavations, Industrial Application, Irrigation, Swimming Pools, Sprinkler Systems, Well Pipe and Casing, Municipal Water Systems
Standards/Approval:
ASTM F891
NSF Approved",,,Piping & Fittings,,10 ft,,,,$1.78,3-1/2 in,,,CRESLINE PLASTIC PIPE COMPANY,CRESLINE PLASTIC PIPE COMPANY,,,,,0.216 in,,,,,098248518401,,,51840,,,,,,"ASTM F891, NSF Approved",,,,,,3 CELL CORE PIPE 10' LENGTH 51840    (750),,,,,3 in,,,3 CELL CORE PIPE 10' LENGTH 51840    (750),,PVC,,,,,SCH 40/STD,,Plain,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4166275,,,,,COUP BLK 1,https://kscdirect.com/item/COUP%2BBLK%2B1/ASC%2BEngineered%2BSolutions_1%2BBLK%2BSTD%2BMERCHANT%2BCOUP%2BFIG%2B336,700,,,Coupling,FIG 336,"Description
Beck® Straight Pipe Coupling, Standard Tapped, Series: FIG 336, Fitting/Connector Type: Coupling, 1 in Nominal, FNPT, SCH 40/STD, Carbon Steel, Black Oxide, Domestic
Features:
Anvil's Beck Brand is the nation's top manufacturer of high quality steel pipe nipples and steel couplings.
Standards/Approval:
ASTM A865/589",,,Piping & Fittings,,,Standard Tapped,,,$7.16,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20BLK%201&mdx=300,69029134271,Black Oxide,,0320200058,,,,,,,,,,,,1 BLK STD MERCHANT COUP FIG 336,,,,,1 in,,,1 BLK STD MERCHANT COUP FIG 336,,Carbon Steel,,,,,SCH 40/STD,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5432916,,,,,SPE 406-007,https://kscdirect.com/item/SPE%2B406-007/Spears_3%252F4%2BPVC-40%2B90%2BELL%2BS%2BX%2BS,1295,Molded,,90 deg Elbow,,"Description
Spears® 406-007, Standard, 90 deg Elbow Fitting/Connector, 3/4 in Nominal, Socket End Style, SCH 40 Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, 1-11/32 in Dia Dimensions, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,Piping & Fittings,,,Standard,,,$0.59,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20406-007&mdx=300,054211140642,,,406-007,,,,,,,,,,,,3/4 PVC-40 90 ELL S X S,,,,,3/4 in,1-11/32 in Dia,,3/4 PVC-40 90 ELL S X S,,PVC,,,140 deg F,,SCH 40/STD,,Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767225,,,,,BUSH 304 1X3/4,https://kscdirect.com/item/BUSH%2B304%2B1X3%252F4/Merit%2BBrass%2BCompany_1%2BX%2B3%252F4%2B150%2523%2BTYPE%2B304%2BSS%2BBUSHING,492,,,Bushing,,"Description
Merit Brass Pipe Bushing, Hex Head, Bushing Fitting/Connector, 1 x 3/4 in Nominal, MNPT x FNPT End Style, 1.38 in Hex, 1.06 in Length, 150 lb Pressure Class, 304/304L Stainless Steel, 100 deg F, Domestic/Import: Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,1.06 in,Hex Head,150 lb,,$4.25,,,,Merit Brass Company,Merit Brass Company,Import,,,1.38 in,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20304%201X3%2F4&mdx=300,671404095567,,,K414-1612,,,,,,,,,,,,1 X 3/4 150# TYPE 304 SS BUSHING,,,,,1 x 3/4 in,,,1 X 3/4 150# TYPE 304 SS BUSHING,,304/304L Stainless Steel,,,100 deg F,,,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5513658,,,,,SPE 806-020,https://kscdirect.com/item/SPE%2B806-020/Spears_2%2BPVC-80%2B90%2BELL%2BS%2BX%2BS,461,Molded,,90 deg Elbow,,"Description
Spears® 806-020, Standard, 90 deg Elbow Fitting/Connector, 2 in Nominal, Socket End Style, SCH 80/XH Schedule, 150 psi Pressure, Molded Method of Manufacture, PVC, Gray, 73 deg F, Domestic/Import: Domestic
Standards/Approval:
ASTM D1784
ASTM D1785
ASTM D2464
ASTM D2467
NSF Approved",,,Piping & Fittings,,,Standard,,,$6.79,,,Gray,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20806-020&mdx=300,054211193105,,,806-020,,,,,150 psi,,,,,,,2 PVC-80 90 ELL S X S,,,,,2 in,,,2 PVC-80 90 ELL S X S,,PVC,,,73 deg F,,SCH 80/XH,,Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4208521,,,,,UNION BLK 1,https://kscdirect.com/item/UNION%2BBLK%2B1/ASC%2BEngineered%2BSolutions_1%2BBLK%2BMI%2B150%2523%2BGJ%2BUNION%2BG463-LF,441,,,Union,FIG 463,"Description
Anvil® Pipe Union, Lead Free Ground Joint, Series: FIG 463, Fitting/Connector Type: Union, 1 in Nominal, FNPT, 2-7/16 in Length, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
ASC offers the broadest line of malleable iron fitting sizes in both black and galvanized finishes.
Standards/Approval:
ASME B16.3/B16.39
ASTM A197
cULus Listed
FM Approved",,,Piping & Fittings,,2-7/16 in,Ground Joint,150 lb,,$19.38,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%20BLK%201&mdx=300,69029182384,Black Oxide,,0312822125,,,,,300 psi,,,,,,,1 BLK MI 150# GJ UNION G463-LF,,,,,1 in,,,1 BLK MI 150# GJ UNION G463-LF,,Malleable Iron,,,-20 to 150 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4163168,,,,,COUP BLK 2,https://kscdirect.com/item/COUP%2BBLK%2B2/ASC%2BEngineered%2BSolutions_2%2BBLK%2BSTD%2BMERCHANT%2BCOUP,551,,,Coupling,,"Description
Beck® Straight Pipe Coupling, Tapped, Fitting/Connector Type: Coupling, 2 in Nominal, SCH 40/STD, Black, Domestic
Features:
Anvil's Beck Brand is the nation's top manufacturer of high quality steel pipe nipples and steel couplings.",,,Piping & Fittings,,,Tapped,,,$16.59,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20BLK%202&mdx=300,69029134274,Black,,0320200090,,,,,,,,,,,,2 BLK STD MERCHANT COUP,,,,,2 in,,,2 BLK STD MERCHANT COUP,,,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4137200,,,,,BUSH BLK 1/2X1/4,https://kscdirect.com/item/BUSH%2BBLK%2B1%252F2X1%252F4/ASC%2BEngineered%2BSolutions_1%252F2%2BX%2B1%252F4%2BBLK%2BSTEEL%2BHEX%2BBUSHING,743,,,Bushing,FIG 383,"Description
Anvil® Pipe Bushing, Hex Head, Series: FIG 383, Bushing Fitting/Connector, 1/2 x 1/4 in Nominal, MNPT x FNPT End Style, 300 lb Pressure Class, Cast Iron, Black Oxide, Domestic/Import: Domestic
Features:
Small Steel Fittings to ASME C1215
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,Hex Head,300 lb,,$1.35,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20BLK%201%2F2X1%2F4&mdx=300,69029134737,Black Oxide,,0318905528,,,,,,,,,,,,1/2 X 1/4 BLK STEEL HEX BUSHING,,,,,1/2 x 1/4 in,,,1/2 X 1/4 BLK STEEL HEX BUSHING,,Cast Iron,,,,,,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5516263,,,,,SPE 406-020,https://kscdirect.com/item/SPE%2B406-020/Spears_2%2BPVC-40%2B90%2BELL%2BS%2BX%2BS,781,Molded,,90 deg Elbow,,"Description
Spears® 406-020, Standard, 90 deg Elbow Fitting/Connector, 2 in Nominal, Socket End Style, SCH 40/STD Schedule, Molded Method of Manufacture, PVC, White, 140 deg F, 2-3/4 in Dia Dimensions, Domestic/Import: Domestic
Features:
Exceptional chemical and corrosion resistance
High temperature ratings
Lower installation costs
Higher flow capacity
Additional fabricated configurations through 36 in
Advanced design specialty fittings
Standards/Approval:
ASTM D1784
ASTM D2466
NSF Approved",,,Piping & Fittings,,,Standard,,,$3.14,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%20406-020&mdx=300,054211140901,,,406-020,,,,,,,,,,,,2 PVC-40 90 ELL S X S,,,,,2 in,2-3/4 in Dia,,2 PVC-40 90 ELL S X S,,PVC,,,140 deg F,,SCH 40/STD,,Socket,
,,,,,REF COIL 3/8X50,https://kscdirect.com/item/REF%2BCOIL%2B3%252F8X50/Mueller%2BStreamline_3%252F8%2BX%2B50%2BFT%2BCOIL%2BCOPPER%2BREFRIGERATION%2BTUBE%2B%2B%2B%2BD%2B06050,245,,,,,"Description
Streamline® Refrigeration Tubing, 3/8 in Outside Dia, 50 ft Length, Coil, 700 psi Working, Copper, Domestic
Standards/Approval:
ASTM B-80",,,Piping & Fittings,,50 ft,,,,$104.11,3/8 in,,,Mueller Streamline,Mueller Streamline,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=REF%20COIL%203%2F8X50&mdx=300,685768236474,,,D 06050,,,,,,,,,,,,3/8 X 50 FT COIL COPPER REFRIGERATION TUBE    D 06050,,Coil,,,,,,3/8 X 50 FT COIL COPPER REFRIGERATION TUBE    D 06050,,Copper,,,,700 psi,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4736010,,,,,PIPE PVC40 3/4,https://kscdirect.com/item/PIPE%2BPVC40%2B3%252F4/CRESLINE%2BPLASTIC%2BPIPE%2BCOMPANY_3%252F4%2BPVC%2BSCH%2B40%2BPLASTIC%2BPIPE%2B42030,9610,,,,,"Description
CRESLINE® Pressure Pipe, 3/4 in Nominal, Belled, 0.824 in Inside Dia, 1.05 in Outside Dia, 20 ft Length, 0.113 in Wall Thickness, SCH 40/STD, 480 psi Working, PVC, ASTM D1785, NSF Approved
Features:
4 in expansion or contraction per 1000 ft per 10 deg F temperature change
1.41 specific gravity
7000 psi tensile strength
115 R-scale hardness
450 V/mil dielectric strength
480 psi at 73.4 deg F
2.125 in D socket
Pressure rating is the estimated maximum pressure that water as the medium in the pipe can exert continuously with a high degree of certainty that failure of the pipe will not occur
Applications:
Submersible Pumps, Jet Pumps, Water Service Lines, Farm and Ranch Water Systems, Construction and Excavations, Industrial Application, Irrigation, Swimming Pools, Sprinkler Systems, Well Pipe and Casing, Municipal Water Systems
Standards/Approval:
ASTM D1785
NSF Approved",,,Piping & Fittings,,20 ft,,,,$0.40,1.05 in,,,CRESLINE PLASTIC PIPE COMPANY,CRESLINE PLASTIC PIPE COMPANY,,,0.824 in,,0.113 in,,,,,098248420308,,,42030,,,,,,"ASTM D1785, NSF Approved",Order QTY must be in multiples of 20,,,,,3/4 PVC SCH 40 PLASTIC PIPE 42030,,,,,3/4 in,,,3/4 PVC SCH 40 PLASTIC PIPE 42030,,PVC,,,,480 psi,SCH 40/STD,,Belled,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5419966,,,,,FIP PVCD 1-1/2,https://kscdirect.com/item/FIP%2BPVCD%2B1-1%252F2/Spears_1-1%252F2%2BPVC-DWV%2BFEM%2BADPT%2BP101-015,687,Molded,,Adapter,P101,"Description
Spears® P101-015, P101, Adapter Fitting/Connector, 1-1/2 in Nominal, Hub x FNPT End Style, Molded Method of Manufacture, PVC, White, Domestic/Import: Domestic
Standards/Approval:
ASTM D2665
ASTM D3311
ASTM D1784
ASTM F1866
NSF Approved",,,Piping & Fittings,,,,,,$2.53,,,White,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=FIP%20PVCD%201-1%2F2&mdx=300,054211172131,,,P101-015,,,,,,,,,,,,1-1/2 PVC-DWV FEM ADPT P101-015,,,,,1-1/2 in,,,1-1/2 PVC-DWV FEM ADPT P101-015,,PVC,,,,,,,Hub x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767841,,,,,BUSH 304 1/2X1/4,https://kscdirect.com/item/BUSH%2B304%2B1%252F2X1%252F4/Merit%2BBrass%2BCompany_1%252F2%2BX%2B1%252F4%2B150%2523%2BTYPE%2B304%2BSS%2BBUSHING,577,,,Bushing,,"Description
Merit Brass Pipe Bushing, Hex Head, Bushing Fitting/Connector, 1/2 x 1/4 in Nominal, MNPT x FNPT End Style, 1.02 in Hex, 0.83 in Length, 150 lb Pressure Class, 304/304L Stainless Steel, 100 deg F, Domestic/Import: Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,0.83 in,Hex Head,150 lb,,$2.11,,,,Merit Brass Company,Merit Brass Company,Import,,,1.02 in,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20304%201%2F2X1%2F4&mdx=300,671404095468,,,K414-0804,,,,,,,,,,,,1/2 X 1/4 150# TYPE 304 SS BUSHING,,,,,1/2 x 1/4 in,,,1/2 X 1/4 150# TYPE 304 SS BUSHING,,304/304L Stainless Steel,,,100 deg F,,,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4743023,,,,,PIPE PVC80 GRAY 2,https://kscdirect.com/item/PIPE%2BPVC80%2BGRAY%2B2/CRESLINE%2BPLASTIC%2BPIPE%2BCOMPANY_2%2BPVC%2BSCH%2B80%2BPLASTIC%2BPIPE%2B-%2BGRAY%2B43095%2B%2B%2B%2B%2BPlain%2BEnd,3220,,,,,"Description
CRESLINE® Pressure Pipe, 2 in Nominal, Plain, 1.939 in Inside Dia, 2-3/8 in Outside Dia, 20 ft Length, 0.218 in Wall Thickness, SCH 80/XH, 400 psi Working, PVC, ASTM D1785, NSF Approved
Features:
4 in expansion or contraction per 1000 ft per 10 deg F temperature change
1.41 specific gravity
7000 psi tensile strength
115 R-scale hardness
450 V/mil dielectric strength
400 psi at 73.4 deg F
Pressure rating is the estimated maximum pressure that water as the medium in the pipe can exert continuously with a high degree of certainty that failure of the pipe will not occur
Applications:
Submersible Pumps, Jet Pumps, Water Service Lines, Farm and Ranch Water Systems, Construction and Excavations, Industrial Application, Irrigation, Swimming Pools, Sprinkler Systems, Well Pipe and Casing, Municipal Water Systems
Standards/Approval:
ASTM D1785
NSF Approved",,,Piping & Fittings,,20 ft,,,,$2.93,2-3/8 in,,,CRESLINE PLASTIC PIPE COMPANY,CRESLINE PLASTIC PIPE COMPANY,,,1.939 in,,0.218 in,,,,,098248430956,,,43095,,,,,,"ASTM D1785, NSF Approved",,,,,,2 PVC SCH 80 PLASTIC PIPE - GRAY 43095     Plain End,,,,,2 in,,,2 PVC SCH 80 PLASTIC PIPE - GRAY 43095     Plain End,,PVC,,,,400 psi,SCH 80/XH,,Plain,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4933437,,,,,LAS 436020,https://kscdirect.com/item/LAS%2B436020/Lasco%2BIndustries_Sch40%2BMale%2BAdapter%2BMPT%2Bx%2BSlip,1425,Injection-Molded,,Adapter,,"Description
Lasco®, 436-020, Male Adapter, Fitting/Connector: Adapter, 2 in Nominal, Socket x MNPT End Style, 2-11/16 in Length, SCH 40/STD Schedule, 125 lb Pressure Class, Injection-Molded Method of Manufacture, PVC, Nitrile Rubber Seal, White, 140 deg F, Domestic
Features:
ASTM D-1784: Rigid poly vinyl chloride (PVC) compounds and chlorinated poly vinyl chloride (CPVC) compounds
ASTM F-1970: Standard specification for special engineered fittings, appurtenances or valves for use in poly vinyl chloride (PVC) or chlorinated poly vinyl chloride (CPVC) systems
Lasco® SCH 40 fittings are produced from PVC type 1, cell classification 12454-B
NSF/ANSI standard 61, Annex G: Drinking water system components Weighted average lead content of less than or equal to 0.25% and is in compliance with California's Health and safety code Section 116875 (commonly known as AB 1953)
Not to be used in the hot or cold water distribution system in a dwelling maximum service temperature 140 deg F
Do not use Lasco® fittings for compressed air or gases
Do not test PVC piping systems with compressed air or gases
Do not use fittings with liquids not recommended by Lasco®
Fitting modification voids the warranty
Applications:
Irrigation, Plumbing, Industrial, Pool/Spa and Retail Markets
Standards/Approval:
ASTM D1784/2466
ASTM F1970
NSF/ANSI Standard 14/61-G",,,Piping & Fittings,,2-11/16 in,,125 lb,,$1.17,,,White,Lasco Industries,Lasco Industries,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=LAS%20436020&mdx=300,025528711672,,,436020,Nitrile Rubber,,,,,,,,,,,Sch40 Male Adapter MPT x Slip,,,,,2 in,,,Sch40 Male Adapter MPT x Slip,,PVC,,,140 deg F,,SCH 40/STD,,Socket x MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4201448,,,,,CAP BLK 1/2,https://kscdirect.com/item/CAP%2BBLK%2B1%252F2/ASC%2BEngineered%2BSolutions_1%252F2%2BBLK%2BMI%2B150%2523%2BCAP,476,,,Cap,FIG 1124,"Description
Anvil® Pipe Cap, Standard, Series: FIG 1124, Fitting/Connector Type: Cap, 1/2 in Nominal, FNPT, SCH 40/STD, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,Standard,150 lb,,$2.79,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CAP%20BLK%201%2F2&mdx=300,69029153566,Black Oxide,,0318900529,,,,,300 psi,,,,,,,1/2 BLK MI 150# CAP,,,,,1/2 in,,,1/2 BLK MI 150# CAP,,Malleable Iron,,,-20 to 150 deg F,,SCH 40/STD,,FNPT,
